Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Polaris work item link),Outward issue link (Polaris work item link),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Category),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Development),Custom field (Flagged),Custom field (Goals),Custom field (Issue color),Custom field (Rank),Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
Intel Table citations cannot load documents from other cells,ORBIS-919,19952,Bug,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,24/Mar/26 6:59 AM,25/Mar/26 7:01 AM,,25/Mar/26 7:01 AM,,0,,,,,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009zu:,ORBIS Sprint 9,,,,,5.0,,,,,,,,,,,,,Done,25/Mar/26 7:01 AM
HS Code Migration,ORBIS-918,19951,Task,To Do,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,24/Mar/26 6:57 AM,24/Mar/26 6:58 AM,24/Mar/26 6:57 AM,,,0,,,Migrate HS Code DB to intel tool. Try to carry over the features that the previous applications had implemented. Expose HS Code system to AI Agent and wiki system UI ,,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009zm:,ORBIS Sprint 9,,,,,,,,,,,,,,,,,,To Do,24/Mar/26 6:57 AM
Preserve formatting in Request Details field,ORBIS-917,19950,Task,To Do,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,,Juan Quispe,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,24/Mar/26 6:52 AM,24/Mar/26 6:55 AM,25/Mar/26 7:00 AM,,,0,,,"In the portal AI Quote tool, the request details field needs to preserve formatting such as newlines and space indentation, and this formatting needs to be also displayed in OIS with the same such formatting

",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009ze:,ORBIS Sprint 9,,,,,,,,,,,,,,,,,,To Do,24/Mar/26 6:52 AM
Change QR Link Portal Logo,ORBIS-916,19949,Task,To Do,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,24/Mar/26 6:50 AM,24/Mar/26 6:55 AM,24/Mar/26 6:51 AM,,,0,,,"portal is still using the old O logo, needs to use the new QR  link logo like the dashboard 


!image-20260324-135132.png|width=302,alt=""image-20260324-135132.png""!

!image-20260324-135203.png|width=196,alt=""image-20260324-135203.png""!",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/Mar/26 6:52 AM;19a28ef5-ecb5-4214-beac-49ea2e78bb04;image-20260324-135132.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/17694,24/Mar/26 6:52 AM;19a28ef5-ecb5-4214-beac-49ea2e78bb04;image-20260324-135203.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/17693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009z6:,ORBIS Sprint 9,,,,,,,,,,,,,,,,,,To Do,24/Mar/26 6:50 AM
Inteligence Tables Coverage Map,ORBIS-915,19948,Task,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,24/Mar/26 6:48 AM,25/Mar/26 7:01 AM,24/Mar/26 6:48 AM,25/Mar/26 7:01 AM,,0,,,"Create a visual component for each table that will show a geojson world map. The countries should be colored and filled in if the country has data for that table. Clicking the country should take you to that countries data in the table (sets filters). Hovering the country should show a tooltip that displays stats, such as how many columns for that country have data vs the total amount of columns ",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009yy:,ORBIS Sprint 9,,,,,13.0,,,,,,,,,,,,,Done,25/Mar/26 7:01 AM
Add 'AI Quote Tool' Button in OIS dashboard,ORBIS-914,19947,Task,To Do,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,24/Mar/26 6:45 AM,25/Mar/26 6:00 AM,24/Mar/26 7:02 AM,,,0,,,"On the OIS main dashboard, create a new button above the quotes table that links to [https://staging.orbiscompliance.com/request-quote|https://staging.orbiscompliance.com/request-quote] (url will change when in production) to make it easy to navigate to the quote tool. Should open in a new tab",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009yq:,ORBIS Sprint 9,,,,,3.0,,,,,,,,,,,,,To Do,24/Mar/26 6:45 AM
Enh - Clear Filter button in Documents Required Editor,ORBIS-913,19914,Bug,In Progress,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,,Ruben Orellana Gutierrez,712020:56472b32-05f9-4cf4-8890-dfc424324468,Diego Fernando Sivila Ramirez,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,Diego Fernando Sivila Ramirez,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,20/Mar/26 7:17 PM,25/Mar/26 11:05 AM,23/Mar/26 7:15 AM,,,0,,,"*Description:*

When the user sets the filter and wants to clear the filter, there is no button or functionality to clear the filters

*Requirements:*

* Valid credentials

*Steps:*

# Log in to the application
# Go to the Documents Required Table
# Set the filters 
# Try to clear the filters

*Attachment:*

!Screenshot 2026-03-23 at 9.50.48 AM.png|width=922,alt=""Screenshot 2026-03-23 at 9.50.48 AM.png""!



*Actual Result:*

No clear filter button exists",,Diego Fernando Sivila Ramirez,,,,,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/Mar/26 6:53 AM;ug:2a5d71d3-4506-49f3-9064-3edf1e2ec9f1;Screenshot 2026-03-23 at 9.50.48 AM.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/17660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009y1:p,ORBIS Sprint 9,,,,,5.0,,,,,,,,,,,,,In Progress,25/Mar/26 11:05 AM
Website - It is not possible for the user select the country applied to each model when are uploaded several datasheets,ORBIS-912,19881,Bug,In Progress,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,High,,Juan Quispe,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,Diego Fernando Sivila Ramirez,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,Diego Fernando Sivila Ramirez,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,20/Mar/26 9:09 AM,25/Mar/26 5:48 AM,25/Mar/26 7:17 AM,,,0,,,"*Description:*

When several datasheets are uploaded, and the user wants to select some models for some countries, it is not possible to select only a country for the selected models; the country is applied to all models. 

*Requirements:*

* Valid credentials
* Several datasheets

*Steps:*

# Log in to the application
# Uploaded several datasheets
# Select some countries
# Try to select a country for a model and another country for another model

*Attachment:*



*Actual Result:*

It is not possible to create the quote with a custom selection of models and countries. 

*Expected Result:*

The countries selected are applied to all models",,Diego Fernando Sivila Ramirez,Juan Quispe,,,,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009y1:o,ORBIS Sprint 9,,,,,13.0,,,"25/Mar/26 5:48 AM;712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef;Current json structure to upload a quote


{noformat}{
  ""quote_key"": ""quote_request_id"",
  ""user_id"": ""user_id"",
  ""contact_first_name"": ""John"",
  ""contact_last_name"": ""Doe"",
  ""contact_email"": ""john@example.com"",
  ""create_by_name"": ""John Doe"",
  ""create_by_email"": ""john@example.com"",
  ""request_details"": ""Additional request details..."",
  ""datasheet"": ""datasheet_response_data"",
  ""salesforce_account_id"": ""sf_account_id"",
  ""salesforce_contact_id"": ""sf_contact_id"",
  ""products"": [
    {
      ""directus_product_id"": ""product_id"",
      ""product"": ""Product Name"",
      ""commercial_name"": ""Product Name"",
      ""brand"": ""Brand"",
      ""make"": ""Make"",
      ""fcc_id"": null,
      ""models"": [
        {
          ""directus_model_id"": ""model_id"",
          ""model"": ""Model Name"",
          ""brand"": ""Brand"",
          ""make"": ""Make"",
          ""product_specification_website"": {
            ""telecom"": {
              ""wifi"": {
                ""wifi_supported"": true,
                ""protocols"": [""802.11b/g/n"", ""802.11ac""],
                ""standards"": [""WiFi 4"", ""WiFi 5""],
                ""main_frequencies"": [""2.4 GHz"", ""5 GHz""],
                ""frequency_bands"": [""2.4-2.4835 GHz"", ""5.15-5.85 GHz""],
                ""sub_frequencies"": [""2.412 GHz"", ""5.18 GHz""],
                ""security"": [""WPA2"", ""WPA3""],
                ""antenna_arch"": [""MIMO 2x2"", ""Omni-directional""],
                ""mimo_technology"": [""SU-MIMO"", ""MU-MIMO""]
              },
              ""bluetooth"": {
                ""bluetooth_supported"": true,
                ""versions"": [""4.2"", ""5.0""],
                ""protocols"": [""BLE"", ""Classic""],
                ""frequencies"": [""2.4 GHz""],
                ""codecs"": [""SBC"", ""AAC""]
              },
              ""cellular"": {
                ""cellular_supported"": true,
                ""rats"": [""LTE"", ""5G NR""],
                ""sim_types"": [""Nano SIM"", ""eSIM""],
                ""sim_sizes"": [""4FF"", ""MFF2""],
                ""frequency_bands"": [""700 MHz"", ""850 MHz"", ""1.9 GHz"", ""2.5 GHz""],
                ""generations"": [""4G"", ""5G""],
                ""duplexing_modes"": [""FDD"", ""TDD""]
              },
              ""digital_interface"": {
                // ... digital interface specs
              },
              ""zwave"": {
                // ... zwave specs
              }
              // ... other technologies
            },
            ""electric"": {
              // ... electric specifications
            },
            ""electronic"": {
              // ... electronic specifications
            },
            ""radio"": {
              // ... radio specifications
            },
            ""battery"": {
              // ... battery specifications
            },
            ""commercial"": {
              // ... commercial specifications
            }
            // ... other specification categories
          }
        }
        // ... more models
      ],
      
      // === COUNTRIES (currently at product level) ===
      ""countries"": [
        {
          ""iso_code"": ""US""
        },
        {
          ""iso_code"": ""MX""
        },
        {
          ""iso_code"": ""CA""
        }
        // ... more countries
      ],
      ""service"": ""New Certification"", // or ""Renewal""
      ""market_type"": ""market_type_value"",
      ""local_holder"": true
    }
  ]
}{noformat}


To create a model with diferent countries this is the new json structure 


{noformat}{
  ""quote_key"": ""quote_request_id"",
  ""user_id"": ""user_id"",
  ""contact_first_name"": ""John"",
  ""contact_last_name"": ""Doe"",
  ""contact_email"": ""john@example.com"",
  ""create_by_name"": ""John Doe"",
  ""create_by_email"": ""john@example.com"",
  ""request_details"": ""Additional request details..."",
  ""datasheet"": ""datasheet_response_data"",
  ""salesforce_account_id"": ""sf_account_id"",
  ""salesforce_contact_id"": ""sf_contact_id"",
  ""products"": [
    {
      ""directus_product_id"": ""product_id"",
      ""product"": ""Product Name"",
      ""commercial_name"": ""Product Name"",
      ""brand"": ""Brand"",
      ""make"": ""Make"",
      ""fcc_id"": null,
      ""models"": [
          // === FIRST MODEL ===
        {
          ""directus_model_id"": ""model_id_1"",
          ""model"": ""Model A"",
          ""brand"": ""Brand"",
          ""make"": ""Make"",
          
          // === COUNTRIES SPECIFIC TO THIS MODEL ===
          ""countries"": [
            {
              ""iso_code"": ""US""
            },
            {
              ""iso_code"": ""MX""
            },
            {
              ""iso_code"": ""CA""
            }
          ],
          ""product_specification_website"": {
            ""telecom"": {
              ""wifi"": {
                ""wifi_supported"": true,
                ""protocols"": [""802.11b/g/n"", ""802.11ac""],
                ""standards"": [""WiFi 4"", ""WiFi 5""],
                ""main_frequencies"": [""2.4 GHz"", ""5 GHz""],
                ""frequency_bands"": [""2.4-2.4835 GHz"", ""5.15-5.85 GHz""],
                ""sub_frequencies"": [""2.412 GHz"", ""5.18 GHz""],
                ""security"": [""WPA2"", ""WPA3""],
                ""antenna_arch"": [""MIMO 2x2"", ""Omni-directional""],
                ""mimo_technology"": [""SU-MIMO"", ""MU-MIMO""]
              },
              ""bluetooth"": {
                ""bluetooth_supported"": true,
                ""versions"": [""4.2"", ""5.0""],
                ""protocols"": [""BLE"", ""Classic""],
                ""frequencies"": [""2.4 GHz""],
                ""codecs"": [""SBC"", ""AAC""]
              },
              ""cellular"": {
                ""cellular_supported"": true,
                ""rats"": [""LTE"", ""5G NR""],
                ""sim_types"": [""Nano SIM"", ""eSIM""],
                ""sim_sizes"": [""4FF"", ""MFF2""],
                ""frequency_bands"": [""700 MHz"", ""850 MHz"", ""1.9 GHz"", ""2.5 GHz""],
                ""generations"": [""4G"", ""5G""],
                ""duplexing_modes"": [""FDD"", ""TDD""]
              }
              // ... other technologies
            }
            // ... other specification categories
          }
        },
        {
          // === SECOND MODEL ===
          ""directus_model_id"": ""model_id_2"",
          ""model"": ""Model B"",
          ""brand"": ""Brand"",
          ""make"": ""Make"",
          
          // === DIFFERENT COUNTRIES FOR THIS MODEL ===
          ""countries"": [
            {
              ""iso_code"": ""US""
            },
            {
              ""iso_code"": ""GB""
            },
            {
              ""iso_code"": ""DE""
            }
          ],
          ""product_specification_website"": {
            ""telecom"": {
              ""wifi"": {
                ""wifi_supported"": true,
                ""protocols"": [""802.11ac"", ""802.11ax""],
                ""standards"": [""WiFi 5"", ""WiFi 6""],
                ""main_frequencies"": [""5 GHz""],
                ""frequency_bands"": [""5.15-5.85 GHz""],
                ""sub_frequencies"": [""5.18 GHz"", ""5.2 GHz""],
                ""security"": [""WPA2"", ""WPA3""],
                ""antenna_arch"": [""MIMO 4x4""],
                ""mimo_technology"": [""MU-MIMO"", ""OFDMA""]
              },
              ""cellular"": {
                ""cellular_supported"": true,
                ""rats"": [""5G NR""],
                ""sim_types"": [""eSIM""],
                ""sim_sizes"": [""MFF2""],
                ""frequency_bands"": [""2.5 GHz"", ""3.5 GHz""],
                ""generations"": [""5G""],
                ""duplexing_modes"": [""TDD""]
              }
              // ... other technologies
            }
            // ... other specification categories
          }
        }
        // ... more models with their specific countries
      ],
      ""service"": ""New Certification"", // or ""Renewal""
      ""market_type"": ""market_type_value"",
      ""local_holder"": true
    }
    // ... more products (usually just one)
  ]
}{noformat}",,,,,,,,,,In Progress,23/Mar/26 7:41 AM
Website - Armenia flag displayed with error,ORBIS-911,19880,Bug,QA Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,,Juan Quispe,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,Diego Fernando Sivila Ramirez,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,Diego Fernando Sivila Ramirez,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,20/Mar/26 8:56 AM,23/Mar/26 7:53 PM,23/Mar/26 7:24 AM,,,0,,,"*Description:*

The Armenian flag is displayed with errors in the page

*Requirements:*

* Valid credentials

*Steps:*

# Log in to the application
# Display the Asian countries

*Attachment:*

!Screenshot 2026-03-20 at 12.01.10 PM.png|width=922,alt=""Screenshot 2026-03-20 at 12.01.10 PM.png""!



*Actual Result:*

Errors in the Armenian flag

*Expected Result:*

The Armenian flag should be displayed properly",,Diego Fernando Sivila Ramirez,,,,,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/Mar/26 9:02 AM;ug:2a5d71d3-4506-49f3-9064-3edf1e2ec9f1;Screenshot 2026-03-20 at 12.01.10 PM.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/17627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009y1:m,ORBIS Sprint 9,,,,,3.0,,,,,,,,,,,,,In Progress,23/Mar/26 7:31 AM
Website - It is not possible to create a Renewal without the datasheet,ORBIS-910,19847,Bug,To Do,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Diego Fernando Sivila Ramirez,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,Diego Fernando Sivila Ramirez,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,19/Mar/26 12:20 PM,19/Mar/26 12:30 PM,20/Mar/26 7:40 AM,,,0,,,"*Description:*

Is very common to perform a Renewal for the users, but in the application for the Renewal is necessary to upload a datasheet or enter the technical specs.

*Requirements:*

* Valid credentials

*Steps:*

# Log in to the application
# Click on the Request a quote
# Check the Renewal of Existing Certificate 
# Select a Market type and countries
# Try to continue 

*Attachment:*

!Screenshot 2026-03-19 at 3.26.31 PM.png|width=723,alt=""Screenshot 2026-03-19 at 3.26.31 PM.png""!



*Actual Result:*

It is not possible to create a Renewal without the datasheet

*Expected Result:*

Should be possible to create a Renewal without the datasheet",,Diego Fernando Sivila Ramirez,,,,,712020:151d3eb9-68b3-4b17-9b7d-d28664e770a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/Mar/26 12:30 PM;ug:2a5d71d3-4506-49f3-9064-3edf1e2ec9f1;Screenshot 2026-03-19 at 3.26.31 PM.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/17523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009yi:,,,,,,,,,,,,,,,,,,,To Do,19/Mar/26 12:20 PM
Add created_by_name and created_by_email to API request from portal,ORBIS-909,19814,Subtask,QA,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,,Juan Quispe,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,19/Mar/26 7:18 AM,20/Mar/26 12:52 PM,20/Mar/26 9:49 AM,,,0,,,"when we send the quote request to the other side, we need to include the current logged in user's info. _Usually_ this will be the same as the client info we are already sending, but for the case of ""Quote Manager"" roles, they will be creating quotes for other accounts (clients)

we need to send created_by_name and created_by_email in the API request going to OIS so the info can be recorded. ",,Kelly Garrett,,,,,712020:8a268cf9-d226-4616-8671-a4e74428371a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009ya:,ORBIS Sprint 9,,,,,,,,,,,,,,,19643,ORBIS-900,Add “created by” to the OIS quote list,In Progress,20/Mar/26 12:52 PM
Deploy Unit Test to Salesforce,ORBIS-908,19812,Subtask,Done,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,Done,elvys nilton mamani herbas,627bd786694943006f3538bf,elvys nilton mamani herbas,627bd786694943006f3538bf,elvys nilton mamani herbas,627bd786694943006f3538bf,19/Mar/26 7:05 AM,19/Mar/26 8:45 PM,,19/Mar/26 8:45 PM,,0,,,,,elvys nilton mamani herbas,,,,,627bd786694943006f3538bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009y2:,ORBIS Sprint 9,,,,,,,,,,,,,,,18870,ORBIS-848,MCB [Credit] Register credit note authorization,Done,19/Mar/26 8:45 PM
ST - Migrate Product Information from Excel to Salesforce,ORBIS-907,19778,Task,In Progress,ORBIS,ORBIS-PLATFORM,software,Kelly Garrett,712020:8a268cf9-d226-4616-8671-a4e74428371a,,Medium,,Juan Quispe,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,Saul Mamani,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,19/Mar/26 5:32 AM,19/Mar/26 6:21 AM,19/Mar/26 7:17 AM,,,0,No-QA-Required,,"Migrate Product Information from Excel to Salesforce

!image-20260319-123300.png|width=484,alt=""image-20260319-123300.png""!

AC:

* Create a new table in Salesforce

!image-20260319-123451.png|width=297,alt=""image-20260319-123451.png""!

* Recolect the “FOLLOWING INFORMATION WILL BE REGISTERED“ in a new CSV
* Migrate to Sandbox24
* Migrate to SandboxDev
* Migrate to production",,Juan Quispe,Saul Mamani,,,,712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef,712020:1221cfec-034b-400d-9d4f-3d10e690f80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/Mar/26 5:34 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20260319-123300.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/17489,19/Mar/26 5:34 AM;712020:1221cfec-034b-400d-9d4f-3d10e690f80a;image-20260319-123451.png;https://mexicocertifyingbody.atlassian.net/rest/api/3/attachment/content/17490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i009xu:,ORBIS Sprint 9,,,,,3.0,,,"19/Mar/26 6:21 AM;712020:8bed8d8d-8a55-42b7-b3c8-8062e9fcedef;[Smart Table Product Information.xlsx|https://orbiscompliancellc-my.sharepoint.com/:x:/g/personal/jquispe_orbiscompliance_com/IQCiQ_1GQV2lTbm-sHCHvX0IAYmEi10yKng_0bkNxjNIWkE?wdOrigin=TEAMS-MAGLEV.p2p_ns.rwc&wdExp=TEAMS-TREATMENT&wdhostclicktime=1773924521007&web=1]
I obtained the data from the smart tables and
created an Excel file with a format ready to be inserted into the table using a Salesforce data import tool.",,,,,,,14268,ORBIS-553,Quotation System,In Progress,19/Mar/26 5:36 AM
